month,maxTemp,minTemp,avgWind,rain,snow
Jan-1950,63.9,15.1,4.438709677419355,5.136,17.266999999999996
Feb-1950,65.4,21.6,4.710714285714287,3.939,0.166
Mar-1950,70,28.7,5.425806451612903,3.437,1.6
Apr-1950,79.5,29.9,5.553333333333332,3.5780000000000003,4.163
May-1950,89.6,30.9,5.667741935483869,1.5870000000000002,0.994
Jun-1950,99,43.3,6.176666666666668,0.044,0
Jul-1950,99,59.7,6.141935483870968,0.036000000000000004,0
Aug-1950,100,52.8,5.774193548387096,0.052,0
Sep-1950,97.5,43.2,5.859999999999999,0.259,0
Oct-1950,86.5,41.9,5.1096774193548375,2.666,0
Nov-1950,74.4,30,4.636666666666667,7.557999999999998,1.296
Dec-1950,70.2,29.6,4.17741935483871,4.4239999999999995,0.636
Jan-1951,64.5,23.7,4.477419354838711,5.276,7.443999999999999
Feb-1951,68.5,15.8,5.082142857142857,2.839000000000001,8.687999999999999
Mar-1951,67.9,12.6,5.016129032258063,1.4400000000000002,3.261
Apr-1951,76.1,35.2,5.37,5.095,1.024
May-1951,89.4,36.8,5.616129032258063,1.4060000000000001,0
Jun-1951,87.8,45.9,5.9766666666666675,0.052,0
Jul-1951,96,54,5.961290322580646,0.008,0
Aug-1951,94.7,53.4,5.832258064516129,0.004,0
Sep-1951,93.6,50.5,5.440000000000001,0.004,0
Oct-1951,85.2,35,5.54516129032258,1.727,0.111
Nov-1951,73.1,27.9,4.6433333333333335,3.446,3.419
Dec-1951,58.3,14.7,5.074193548387098,10.684999999999997,9.763
Jan-1952,59.5,13.5,5.012903225806452,8.531999999999998,13.818999999999999
Feb-1952,61.2,21.4,4.855172413793104,3.8300000000000005,4.605999999999999
Mar-1952,67.2,20.7,5.4322580645161285,6.625999999999998,24.185000000000002
Apr-1952,74.1,38.4,5.946666666666667,4.769,0.056
May-1952,84.2,41.6,5.641935483870968,0.8660000000000001,0
Jun-1952,88.7,44.4,6.466666666666668,0.7790000000000001,0
Jul-1952,92.3,53.1,5.838709677419355,0.198,0
Aug-1952,90.8,56.5,5.499999999999998,0,0
Sep-1952,93.6,44.6,5.613333333333331,0.224,0
Oct-1952,88.7,47.1,4.780645161290324,0.008,0
Nov-1952,72.3,24.4,4.793333333333335,2.953,3.0599999999999996
Dec-1952,61.2,26.2,4.6096774193548375,7.6499999999999995,10.482000000000001
Jan-1953,68,29.7,4.606451612903227,3.8320000000000003,1.4929999999999999
Feb-1953,60.8,26.2,5.0428571428571445,1.2409999999999999,1.385
Mar-1953,67.2,10.1,5.506451612903226,3.294,3.7820000000000005
Apr-1953,73.2,29.2,5.76,5.436,1.408
May-1953,74.7,34.3,6.206451612903226,2.364,0
Jun-1953,87.7,42.5,5.923333333333333,1.227,0
Jul-1953,95.7,53,5.893548387096774,0.032,0
Aug-1953,93.5,53,5.480645161290323,0.26399999999999996,0
Sep-1953,94.9,49.5,5.946666666666666,0.064,0
Oct-1953,87.2,35.8,5.33225806451613,1.147,0
Nov-1953,75.2,25.9,4.856666666666667,2.516,1.3519999999999999
Dec-1953,66,24.2,4.564516129032259,1.219,0.799
Jan-1954,63.9,26.4,4.206451612903226,8.089,2.3770000000000002
Feb-1954,66.9,24.8,5.039285714285714,4.732,2.977
Mar-1954,69.2,21,5.851612903225807,7.716999999999999,20.381999999999998
Apr-1954,79.7,32.1,5.680000000000001,0.9400000000000001,0
May-1954,85.5,38.2,5.961290322580644,0.127,0
Jun-1954,98,43.9,6.566666666666667,0.23399999999999999,0
Jul-1954,96.2,58.5,5.9645161290322575,0.068,0
Aug-1954,91.8,52,5.9225806451612915,0,0
Sep-1954,88.2,48.8,5.550000000000001,0,0
Oct-1954,86.1,37.8,5.283870967741934,0.048,0
Nov-1954,69.9,34.8,4.4766666666666675,3.3080000000000003,0.498
Dec-1954,61.9,24.7,4.22258064516129,3.41,4.715
Jan-1955,60.7,13.3,4.725806451612904,5.302,14.921999999999999
Feb-1955,64.6,20.6,4.928571428571429,2.83,6.678
Mar-1955,67.8,26.1,5.41290322580645,0.8560000000000001,0.084
Apr-1955,68.8,28.4,5.973333333333334,5.117999999999999,4.826
May-1955,84.6,36,6.1258064516129025,2.862,0.745
Jun-1955,89,39.7,5.880000000000001,0.08800000000000001,0
Jul-1955,94.8,49.3,6.093548387096774,0,0
Aug-1955,95.7,57.1,5.370967741935484,0.032,0
Sep-1955,99.9,46.6,5.636666666666668,0.032,0
Oct-1955,82,42.5,5.2548387096774185,0.032,0
Nov-1955,73.1,28.5,4.496666666666668,2.322,3.229
Dec-1955,62.2,25,5.099999999999999,11.831000000000001,4.193
Jan-1956,62.5,23.9,4.561290322580645,6.026,0.831
Feb-1956,57.2,22.2,5.020689655172415,2.8379999999999996,6.263
Mar-1956,69.9,27.7,5.390322580645161,0.6950000000000001,1.433
Apr-1956,72.3,27,5.523333333333334,4.1129999999999995,4.666
May-1956,81,41.7,5.741935483870969,3.121,0
Jun-1956,96.8,46.4,6.206666666666666,0,0
Jul-1956,92,54,5.835483870967741,0.7130000000000001,0
Aug-1956,89.7,52.1,5.612903225806451,0,0
Sep-1956,89.8,52.5,5.533333333333334,0,0
Oct-1956,80.8,33.3,4.980645161290322,3.439,0.112
Nov-1956,74.2,27.9,4.323333333333333,0.004,0
Dec-1956,64.8,21.2,4.345161290322581,2.207,3.199
Jan-1957,57.6,7,5.116129032258065,4.549999999999999,10.536999999999999
Feb-1957,65.9,23.5,4.482142857142858,5.3580000000000005,1.215
Mar-1957,68.2,25.9,5.538709677419355,3.74,1.516
