month,maxTemp,minTemp,avgWind,rain,snow
Jan-1950,77.4,38.1,13.393548387096773,4.393999999999999,0
Feb-1950,77.2,37.3,10.996428571428572,3.5120000000000005,0
Mar-1950,80.3,37.4,14.216129032258063,4.422,0
Apr-1950,81.6,42.1,13.406666666666665,2.783,0
May-1950,86.9,63,10.36451612903226,2.043,0
Jun-1950,91.7,63.8,9.153333333333332,6.8649999999999975,0
Jul-1950,90.6,69.9,8.780645161290325,3.9530000000000003,0
Aug-1950,93.7,68.8,7.251612903225806,2.009,0
Sep-1950,92.3,60.2,8.656666666666666,1.5910000000000002,0
Oct-1950,88.2,54.6,9.538709677419357,2.053,0
Nov-1950,81.9,31.1,12.016666666666662,1.0580000000000003,0
Dec-1950,76.8,24.4,11.338709677419354,6.079000000000001,0
Jan-1951,74.5,27.5,14.116129032258065,5.449,0
Feb-1951,75.9,16.1,12.11428571428571,1.0810000000000002,0
Mar-1951,79.4,35.5,13.238709677419356,5.864000000000001,0
Apr-1951,81.4,42.8,12.93666666666667,3.585,0
May-1951,93.3,58,10.335483870967742,1.3650000000000002,0
Jun-1951,95.2,68.8,10.736666666666666,1.2580000000000002,0
Jul-1951,99,73.6,8.064516129032258,4.322000000000001,0
Aug-1951,100.3,73.5,7.725806451612903,0.679,0
Sep-1951,95.5,64.2,8.54,3.0200000000000005,0
Oct-1951,88.2,49.5,9.78064516129032,0.8759999999999999,0
Nov-1951,82,31.6,11.503333333333332,2.7470000000000003,0
Dec-1951,78.4,28.3,14.51290322580645,4.769,0
Jan-1952,76.8,35.9,12.91935483870968,1.244,0
Feb-1952,75.2,37.8,13.234482758620686,6.4110000000000005,0
Mar-1952,79.6,38.8,13.196774193548388,3.7250000000000005,0
Apr-1952,84.7,45.5,12.486666666666668,4.042,0
May-1952,88.6,52.7,10.345161290322581,3.558,0
Jun-1952,97,64.1,9.09666666666667,0.8879999999999999,0
Jul-1952,94.8,72.4,8.606451612903227,5.645,0
Aug-1952,95.7,68.6,8.583870967741934,1.713,0
Sep-1952,92.6,61,9.533333333333333,2.628,0
Oct-1952,93.8,45.3,10.103225806451613,0.036000000000000004,0
Nov-1952,82.1,35.1,11.779999999999998,4.9750000000000005,0
Dec-1952,74.8,27.9,10.967741935483874,4.569000000000001,0
Jan-1953,73.3,34.6,13.719354838709673,2.7020000000000004,0
Feb-1953,72.6,38,12.453571428571431,7.099000000000001,0
Mar-1953,79.2,43,12.087096774193549,2.3810000000000002,0
Apr-1953,86.6,46.2,13.993333333333332,4.776,0
May-1953,93.2,57.1,11.53225806451613,7.167999999999998,0
Jun-1953,98,70.2,8.840000000000002,2.7190000000000003,0
Jul-1953,95,67.9,7.951612903225806,5.329999999999999,0
Aug-1953,95.8,72.3,7.438709677419354,5.750999999999999,0
Sep-1953,94.3,60.8,9.063333333333333,0.7560000000000001,0
Oct-1953,89.1,46.5,9.19032258064516,1.78,0
Nov-1953,77.3,37.5,10.509999999999996,6.009999999999998,0
Dec-1953,75.6,28.1,12.587096774193549,9.818999999999997,0
Jan-1954,73.7,32.8,11.732258064516127,4.345,0
Feb-1954,76.9,30.8,13.035714285714283,1.3130000000000002,0
Mar-1954,82.7,33.3,13.461290322580645,1.771,0
Apr-1954,85.2,44.5,10.266666666666667,1.403,0
May-1954,88.1,49,9.438709677419354,3.994,0
Jun-1954,98.8,62.5,8.419999999999998,1.2890000000000001,0
Jul-1954,99,74.2,10.145161290322582,3.282,0
Aug-1954,99.9,70.2,8.86451612903226,1.0170000000000001,0
Sep-1954,96.8,64.5,9.969999999999997,1.8390000000000002,0
Oct-1954,91.8,44.9,10.551612903225806,2.625,0
Nov-1954,77.6,41.1,11.823333333333332,1.6970000000000003,0
Dec-1954,77.8,33.3,12.196774193548388,4.07,0
Jan-1955,74.7,31.6,11.496774193548385,3.0170000000000003,0
Feb-1955,76.2,25.6,13.042857142857144,3.9850000000000003,0
Mar-1955,81.9,32.6,13.664516129032258,0.3960000000000001,0
Apr-1955,88.6,51,12.046666666666669,3.776,0
May-1955,90.1,62.6,11.20967741935484,4.229999999999999,0
Jun-1955,94.3,59.7,9.066666666666665,2.2600000000000002,0
Jul-1955,91.3,72.2,8.025806451612903,7.933,0
Aug-1955,91.5,68.3,7.109677419354839,4.989000000000001,0
Sep-1955,89.3,66.9,7.696666666666666,2.995,0
Oct-1955,86.7,44.7,10.064516129032258,1.502,0
Nov-1955,81.7,32.8,12.993333333333329,3.1260000000000003,0
Dec-1955,77,27.9,11.661290322580648,3.7750000000000004,0
Jan-1956,74.1,31.1,12.103225806451615,2.4410000000000003,0
Feb-1956,78.1,38.2,13.134482758620688,6.527999999999999,0
Mar-1956,79.6,38.2,12.764516129032257,3.0770000000000004,0
Apr-1956,83.4,45.1,12.40333333333333,4.762999999999999,0
May-1956,91.4,58.9,9.332258064516129,2.612,0
Jun-1956,93.6,59.2,8.266666666666664,4.1979999999999995,0
Jul-1956,95.7,72.8,8.587096774193547,1.1640000000000001,0
Aug-1956,95.4,63.4,7.638709677419354,3.1320000000000006,0
Sep-1956,93.5,60.7,10.610000000000001,1.936,0
Oct-1956,86.4,55.3,8.75483870967742,1.8400000000000003,0
Nov-1956,83.2,32.7,12.316666666666665,1.4929999999999999,0
Dec-1956,80.5,38.2,10.958064516129033,5.735,0
Jan-1957,77.3,29.4,13.009677419354839,1.7470000000000003,0.112
Feb-1957,79.1,37.5,11.157142857142858,3.5850000000000004,0
Mar-1957,77.2,34,12.238709677419356,5.408,0
Apr-1957,81.7,45.4,13.48666666666667,4.69,0
